Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
2429,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,KALKAJI,Graduate,5 and more,2,Self Employed/ Business,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Remain the same,Remained the same,
2430,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,KALKAJI,Graduate,5 and more,5,Self Employed/ Business,Worsened,Will worsen,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Will increase,,Will increase
2431,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,KARAWAL NAGAR,5th Std-Below 10th Std,5 and more,1,Self Employed/ Business,Worsened,Will improve,Decreased,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Worsened,Will improve,Remained the same,Remain the same,,
2432,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,KARAWAL NAGAR,Illiterate,5 and more,1,Daily worker,Remained the same,Will improve,Increased,Will increase,Increased,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Remain the same
2433,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,KAROL BAGH,10th Std-Below 12th Std,5 and more,2,Self Employed/ Business,Worsened,Will worsen,Decreased,Remain the same,Increased,Remain the same,Increased,Remain the same,Decreased,Remain the same,Remained the same,Will worsen,Increased,Will increase,Increased,Will increase
2434,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,KIRARI,10th Std-Below 12th Std,3 or 4,1,Self Employed/ Business,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will improve,Remained the same,Will increase,,Will decrease
2435,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,KIRARI,5th Std-Below 10th Std,3 or 4,1,Daily worker,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2436,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,KRISHNA NAGAR,Graduate,3 or 4,1,Self Employed/ Business,Improved,Will improve,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Remained the same,Will increase
2437,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,LAXMI NAGAR,12th Std,3 or 4,1,Self Employed/ Business,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Remained the same,Remain the same
2438,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,LAXMI NAGAR,5th Std-Below 10th Std,5 and more,1,Self Employed/ Business,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Remained the same,Remain the same,,
2439,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,MADIPUR,5th Std-Below 10th Std,5 and more,2,Self Employed/ Business,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will decrease,Increased,
2440,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,MATIALA,10th Std-Below 12th Std,3 or 4,1,Employed,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Remained the same,Will worsen,Increased,Will increase,Decreased,Remain the same
2441,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,MATIALA,10th Std-Below 12th Std,3 or 4,1,Self Employed/ Business,Worsened,Will worsen,Decreased,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Worsened,Will worsen,Remained the same,Will increase,,Remain the same
2442,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,MEHRAULI,Below 5th Std,5 and more,1,Employed,Remained the same,Will improve,Decreased,Will increase,Decreased,Will increase,Decreased,Will increase,Decreased,Will increase,Worsened,Remain the same,Decreased,Remain the same,,
2443,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,MEHRAULI,Graduate,3 or 4,1,Self Employed/ Business,Improved,Will improve,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Remained the same,Remain the same,,
2444,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,MODEL TOWN,10th Std-Below 12th Std,5 and more,1,Employed,Improved,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Remain the same,Remained the same,
2445,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,MODEL TOWN,10th Std-Below 12th Std,5 and more,3,Self Employed/ Business,Worsened,Will worsen,Decreased,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Remain the same,Increased,
2446,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,MODEL TOWN,Illiterate,5 and more,3,Self Employed/ Business,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2447,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,MUNDKA,10th Std-Below 12th Std,3 or 4,1,Self Employed/ Business,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Decreased,Will increase,Worsened,Will improve,Decreased,Remain the same,,
2448,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,NAJAFGARH,10th Std-Below 12th Std,5 and more,1,Employed,Remained the same,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Will worsen,Increased,Will increase,Remained the same,Will increase
2449,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,NAJAFGARH,12th Std,5 and more,1,Daily worker,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
2450,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,NAJAFGARH,12th Std,5 and more,1,Employed,Improved,Will improve,Increased,Will increase,Decreased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will worsen,Decreased,Will decrease,,
2451,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,NERELA,Post Graduate,5 and more,2,Employed,Remained the same,Will worsen,Decreased,Remain the same,Remained the same,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2452,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,NEW DELHI,Below 5th Std,3 or 4,1,Employed,Improved,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Remained the same,Will decrease,,
2453,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,OKHLA,Graduate,1 to 2,1,Employed,Improved,Will improve,Remained the same,Will increase,Increased,Remain the same,Increased,Remain the same,Increased,Remain the same,Remained the same,Will improve,Increased,Will increase,Remained the same,Remain the same
2454,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,PALAM,5th Std-Below 10th Std,3 or 4,1,Retired/Pensioners,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Remain the same,Remained the same,
2455,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,PATPARGANJ,Graduate,5 and more,2,Self Employed/ Business,Improved,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Remained the same,Remain the same,,
2456,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,PATPARGANJ,Graduate,5 and more,2,Self Employed/ Business,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
2457,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,RAJOURI GARDEN,5th Std-Below 10th Std,3 or 4,2,Employed,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
2458,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,RAJOURI GARDEN,5th Std-Below 10th Std,5 and more,2,Employed,Worsened,Will worsen,Increased,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2459,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,RAJOURI GARDEN,Illiterate,5 and more,2,Employed,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will improve,Increased,Remain the same,Increased,
2460,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,ROHINI,5th Std-Below 10th Std,3 or 4,1,Self Employed/ Business,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will improve,Remained the same,Remain the same,,
2461,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,ROHINI,Graduate,3 or 4,1,Employed,Improved,Will improve,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Remain the same,Remained the same,
2462,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,ROHINI,Illiterate,1 to 2,2,Daily worker,Improved,Will worsen,Decreased,Remain the same,Remained the same,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Will worsen,Remained the same,Remain the same,,
2463,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,ROHTAS NAGAR,12th Std,1 to 2,2,Employed,Improved,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Remained the same,Remain the same,,
2464,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,ROHTAS NAGAR,Graduate,3 or 4,1,Employed,Remained the same,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
2465,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,SHAHDARA,Illiterate,5 and more,1,Employed,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Remain the same
2466,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,SHAHDARA,Illiterate,5 and more,2,Employed,Worsened,Will improve,Remained the same,Will increase,Remained the same,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Worsened,Will improve,Remained the same,Remain the same,,
2467,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,SHAKUR BASTI,10th Std-Below 12th Std,1 to 2,2,Self Employed/ Business,Worsened,Remain the same,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
2468,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,SULTANPUR MAJRA,5th Std-Below 10th Std,5 and more,2,Daily worker,Worsened,Will worsen,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will improve,Remained the same,Remain the same,,
2469,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,SULTANPUR MAJRA,5th Std-Below 10th Std,5 and more,2,Self Employed/ Business,Worsened,Will worsen,Decreased,Will increase,Increased,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2470,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,TIMARPUR,Post Graduate,5 and more,2,Self Employed/ Business,Improved,Will improve,Increased,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Improved,Will improve,Remained the same,Will decrease,,
2471,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,TRILOKPURI,10th Std-Below 12th Std,1 to 2,1,Employed,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will improve,Increased,Will increase,Remained the same,Remain the same
2472,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,TRILOKPURI,5th Std-Below 10th Std,5 and more,1,Self Employed/ Business,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will decrease,Increased,
2473,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,TUGHLAKABAD,5th Std-Below 10th Std,5 and more,1,Self Employed/ Business,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
2474,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,TUGHLAKABAD,5th Std-Below 10th Std,5 and more,2,Self Employed/ Business,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
2475,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,UTTAM NAGAR,5th Std-Below 10th Std,5 and more,1,Employed,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Remained the same,Will decrease,,
2476,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,VIKASPURI,10th Std-Below 12th Std,3 or 4,1,Self Employed/ Business,Improved,Will improve,Decreased,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Worsened,Will improve,Decreased,Will increase,,Remain the same
2477,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,VIKASPURI,10th Std-Below 12th Std,3 or 4,2,Self Employed/ Business,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
2478,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,VIKASPURI,5th Std-Below 10th Std,3 or 4,2,Self Employed/ Business,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
2479,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,VISHWAS NAGAR,Below 5th Std,5 and more,1,Self Employed/ Business,Worsened,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Worsened,Remain the same,Increased,Will increase,Remained the same,Remain the same
2480,46,Dec-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,VISHWAS NAGAR,Illiterate,5 and more,1,Self Employed/ Business,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will improve,Remained the same,Will increase,,Will increase
2481,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,BIJWASAN,5th Std-Below 10th Std,3 or 4,2,Self Employed/ Business,Remained the same,Will improve,Remained the same,Will increase,Decreased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will improve,Increased,Remain the same,Increased,
2482,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,CHANDNI CHOWK,12th Std,5 and more,1,Self Employed/ Business,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Remained the same,Will increase
2483,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,CHANDNI CHOWK,5th Std-Below 10th Std,3 or 4,1,Employed,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
2484,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,CHANDNI CHOWK,5th Std-Below 10th Std,5 and more,2,Self Employed/ Business,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2485,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,GHONDA,5th Std-Below 10th Std,5 and more,3,Employed,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Decreased,Remain the same,,
2486,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,KONDLI,Post Graduate,1 to 2,1,Self Employed/ Business,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Decreased,Will increase
2487,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,KONDLI,Post Graduate,3 or 4,2,Self Employed/ Business,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2488,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,LAXMI NAGAR,12th Std,5 and more,1,Self Employed/ Business,Worsened,Will worsen,Decreased,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Decreased,Will decrease,Worsened,Will worsen,Remained the same,Will increase,,Will increase
2489,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,LAXMI NAGAR,Graduate,3 or 4,1,Self Employed/ Business,Improved,Will improve,Decreased,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Decreased,Will increase,Remained the same,Remain the same,Decreased,Will increase,,Will increase
2490,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,LAXMI NAGAR,Graduate,5 and more,1,Employed,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Remained the same,Will increase
2491,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,MATIALA,10th Std-Below 12th Std,1 to 2,1,Retired/Pensioners,Improved,Will improve,Increased,Will increase,Decreased,Remain the same,Decreased,Remain the same,Decreased,Remain the same,Improved,Will improve,Decreased,Remain the same,,
2492,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,MATIALA,10th Std-Below 12th Std,3 or 4,1,Self Employed/ Business,Improved,Will improve,Decreased,Will decrease,Decreased,Will decrease,Decreased,Will decrease,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Decreased,Will decrease
2493,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,MATIALA,10th Std-Below 12th Std,3 or 4,1,Self Employed/ Business,Remained the same,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Remain the same,Remained the same,Will increase,Worsened,Will worsen,Remained the same,Remain the same,,
2494,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,MATIALA,5th Std-Below 10th Std,5 and more,2,Self Employed/ Business,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Remain the same,Remained the same,
2495,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,MEHRAULI,Below 5th Std,1 to 2,2,Self Employed/ Business,Remained the same,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Decreased,Remain the same
2496,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,MUSTAFABAD,10th Std-Below 12th Std,3 or 4,1,Self Employed/ Business,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Decreased,Remain the same,Increased,Will increase,Worsened,Will improve,Increased,Remain the same,Increased,
2497,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,MUSTAFABAD,5th Std-Below 10th Std,5 and more,3,Self Employed/ Business,Worsened,Remain the same,Decreased,Remain the same,Increased,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Remain the same
2498,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,MUSTAFABAD,Below 5th Std,5 and more,2,Self Employed/ Business,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Remain the same,Decreased,
2499,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,NAJAFGARH,12th Std,3 or 4,2,Employed,Improved,Will worsen,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2500,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,NANGLOI JAT,10th Std-Below 12th Std,3 or 4,1,Self Employed/ Business,Worsened,Will improve,Decreased,Remain the same,Remained the same,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will improve,Remained the same,Will increase,,Remain the same
2501,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,NEW DELHI,12th Std,3 or 4,2,Self Employed/ Business,Improved,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Remained the same,Will improve,Increased,Remain the same,Remained the same,
2502,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,RAJOURI GARDEN,5th Std-Below 10th Std,5 and more,1,Employed,Worsened,Will improve,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will improve,Remained the same,Remain the same,,
2503,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,ROHINI,10th Std-Below 12th Std,5 and more,3,Self Employed/ Business,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Decreased,Remain the same,,
2504,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,SHAHDARA,5th Std-Below 10th Std,5 and more,2,Self Employed/ Business,Remained the same,Remain the same,Decreased,Remain the same,Increased,Remain the same,Increased,Remain the same,Increased,Remain the same,Remained the same,Will improve,Increased,Remain the same,Increased,
2505,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,SHAKUR BASTI,5th Std-Below 10th Std,3 or 4,1,Employed,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
2506,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,SHAKUR BASTI,5th Std-Below 10th Std,5 and more,3,Employed,Worsened,Will improve,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will decrease,Increased,
2507,46,Dec-18,Delhi,40-59 year,Male,Rs. 3 lakh to 5 lakh,VIKASPURI,10th Std-Below 12th Std,3 or 4,1,Self Employed/ Business,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2508,46,Dec-18,Delhi,40-59 year,Male,Rs. 5 lakh or more,BIJWASAN,Post Graduate,5 and more,1,Employed,Improved,Will improve,Remained the same,Will increase,Increased,Remain the same,Increased,Remain the same,Increased,Remain the same,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
2509,46,Dec-18,Delhi,40-59 year,Male,Rs. 5 lakh or more,CHANDNI CHOWK,Graduate,5 and more,3,Self Employed/ Business,Improved,Will improve,Decreased,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will improve,Decreased,Remain the same,,
2510,46,Dec-18,Delhi,40-59 year,Male,Rs. 5 lakh or more,GHONDA,5th Std-Below 10th Std,5 and more,4,Self Employed/ Business,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Improved,Will improve,Remained the same,Remain the same,,
2511,46,Dec-18,Delhi,40-59 year,Male,Rs. 5 lakh or more,LAXMI NAGAR,Graduate,5 and more,3,Employed,Improved,Will improve,Decreased,Will increase,Remained the same,Will increase,Remained the same,Will increase,Decreased,Will increase,Worsened,Will improve,Decreased,Will increase,,Will increase
2512,46,Dec-18,Delhi,40-59 year,Male,Rs. 5 lakh or more,LAXMI NAGAR,Graduate,5 and more,3,Self Employed/ Business,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Remain the same,Decreased,Will increase,,Will increase
2513,46,Dec-18,Delhi,40-59 year,Male,Rs. 5 lakh or more,MUNDKA,Graduate,3 or 4,2,Self Employed/ Business,Improved,Will improve,Increased,Will increase,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Improved,Will improve,Decreased,Remain the same,,
2514,46,Dec-18,Delhi,40-59 year,Male,Rs. 5 lakh or more,NAJAFGARH,12th Std,5 and more,3,Self Employed/ Business,Improved,Will improve,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Decreased,Will increase,,Remain the same
2515,46,Dec-18,Delhi,40-59 year,Male,Rs. 5 lakh or more,PALAM,10th Std-Below 12th Std,5 and more,3,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Will increase,Remained the same,Remain the same
2516,46,Dec-18,Delhi,40-59 year,Male,Rs. 5 lakh or more,PATPARGANJ,Post Graduate,5 and more,3,Self Employed/ Business,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
