Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
3447,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 lakh or less,Maheshtala,10th Std-Below 12th Std,5 and more,1,House wife,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will decrease,Increased,
3448,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 lakh or less,Maheshtala,12th Std,5 and more,2,House wife,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
3449,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 lakh or less,Maniktola,Graduate,3 or 4,1,House wife,Worsened,Will improve,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3450,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 lakh or less,Maniktola,Graduate,5 and more,2,Self Employed/ Business,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
3451,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 lakh or less,Noapara,12th Std,5 and more,1,House wife,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
3452,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 lakh or less,Panihati,12th Std,3 or 4,1,House wife,Worsened,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3453,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 lakh or less,Panihati,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
3454,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 lakh or less,Panihati,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
3455,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 lakh or less,Rajarhat Gopalpur,12th Std,5 and more,1,Unemployed,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3456,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 lakh or less,Rajarhat New Town,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Will improve,Decreased,Remain the same,Remained the same,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will improve,Increased,Will increase,Increased,Will increase
3457,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 lakh or less,Rajarhat New Town,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Worsened,Remain the same,Increased,Remain the same,Remained the same,
3458,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 lakh or less,Rajarhat New Town,12th Std,3 or 4,1,House wife,Improved,Remain the same,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will worsen,Increased,Will increase,Increased,Will increase
3459,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 lakh or less,Rajarhat New Town,Graduate,3 or 4,2,Self Employed/ Business,Improved,Will improve,Decreased,Will increase,Increased,Remain the same,Increased,Remain the same,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
3460,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 lakh or less,Rashbehari,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3461,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 lakh or less,Rashbehari,Graduate,3 or 4,1,Unemployed,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3462,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 lakh or less,Rashbehari,Illiterate,5 and more,1,House wife,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3463,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 to less than 3 lakh,Baranagar,5th Std-Below 10th Std,5 and more,1,House wife,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Will improve,Increased,Remain the same,Increased,
3464,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 to less than 3 lakh,Beleghata,12th Std,3 or 4,1,House wife,Improved,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
3465,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 to less than 3 lakh,Beleghata,Graduate,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3466,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 to less than 3 lakh,Bidhannagar,Graduate,3 or 4,2,House wife,Improved,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
3467,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 to less than 3 lakh,Dum Dum North,12th Std,5 and more,2,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Improved,Will improve,Increased,Will increase,Remained the same,Will increase
3468,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 to less than 3 lakh,Dum Dum North,Graduate,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3469,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 to less than 3 lakh,Kasba,10th Std-Below 12th Std,3 or 4,2,Self Employed/ Business,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Remain the same,Increased,Will increase,Increased,Will increase
3470,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 to less than 3 lakh,Kashipur-Belgachhia,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will improve,Increased,Will increase,Increased,Will increase
3471,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 to less than 3 lakh,Kashipur-Belgachhia,Graduate,5 and more,1,Unemployed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Remained the same,Remain the same
3472,44,Sep-18,Kolkata,22-29 year,Female,Rs. 1 to less than 3 lakh,Maheshtala,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will improve,Increased,Will increase,Increased,Remain the same,Increased,Remain the same,Increased,Remain the same,Worsened,Will improve,Increased,Will increase,Increased,Will decrease
3473,44,Sep-18,Kolkata,22-29 year,Female,Rs. 3 lakh to 5 lakh,Dum Dum,Graduate,5 and more,3,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
3474,44,Sep-18,Kolkata,22-29 year,Female,Rs. 3 lakh to 5 lakh,Tollyganj,12th Std,5 and more,1,House wife,Remained the same,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
3475,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Ballygunge,5th Std-Below 10th Std,5 and more,3,Employed,Improved,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3476,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Ballygunge,Graduate,3 or 4,3,Unemployed,Remained the same,Will improve,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Remain the same,Increased,Remain the same,Increased,
3477,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Behala Paschim,10th Std-Below 12th Std,3 or 4,2,Unemployed,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3478,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Behala Paschim,12th Std,5 and more,1,Self Employed/ Business,Improved,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3479,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Behala Paschim,Below 5th Std,3 or 4,1,Daily worker,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will decrease
3480,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Beleghata,10th Std-Below 12th Std,5 and more,3,Employed,Improved,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3481,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Beleghata,5th Std-Below 10th Std,3 or 4,2,Unemployed,Worsened,Will worsen,Remained the same,Remain the same,Decreased,Will increase,Decreased,Will increase,Decreased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3482,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Beleghata,Graduate,3 or 4,1,Employed,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3483,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Beleghata,Graduate,5 and more,3,Unemployed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3484,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Bhabanipur,12th Std,5 and more,2,Employed,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3485,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Budge Budge,10th Std-Below 12th Std,3 or 4,2,Daily worker,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will decrease
3486,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Budge Budge,12th Std,5 and more,1,Unemployed,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
3487,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Budge Budge,5th Std-Below 10th Std,3 or 4,2,Daily worker,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will improve,Increased,Will decrease,Increased,
3488,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Budge Budge,5th Std-Below 10th Std,3 or 4,2,Employed,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3489,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Dum Dum North,12th Std,3 or 4,1,Unemployed,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
3490,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Entally,12th Std,3 or 4,2,Self Employed/ Business,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
3491,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Entally,5th Std-Below 10th Std,1 to 2,1,Daily worker,Remained the same,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3492,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Jadavpur,10th Std-Below 12th Std,3 or 4,2,Employed,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
3493,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Jorasanko,12th Std,3 or 4,2,Unemployed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Remain the same,Increased,
3494,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Kasba,10th Std-Below 12th Std,5 and more,1,Self Employed/ Business,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3495,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Kasba,12th Std,3 or 4,1,Unemployed,Remained the same,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
3496,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Kasba,Below 5th Std,3 or 4,1,Daily worker,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3497,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Kasba,Graduate,1 to 2,1,Unemployed,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
3498,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Kasba,Graduate,5 and more,2,Unemployed,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
3499,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Maheshtala,12th Std,5 and more,1,Unemployed,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Remain the same,Increased,
3500,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Maheshtala,5th Std-Below 10th Std,3 or 4,2,Self Employed/ Business,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3501,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Maheshtala,Below 5th Std,5 and more,1,Daily worker,Improved,Remain the same,Decreased,Will increase,Decreased,Will increase,Decreased,Will increase,Decreased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3502,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Maheshtala,Illiterate,1 to 2,1,Daily worker,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will decrease,Increased,
3503,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Maniktola,10th Std-Below 12th Std,3 or 4,2,Employed,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Remain the same,Increased,Will increase,Increased,Will increase
3504,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Maniktola,12th Std,3 or 4,1,Unemployed,Worsened,Will worsen,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3505,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Maniktola,Graduate,3 or 4,1,Self Employed/ Business,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3506,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Maniktola,Graduate,3 or 4,2,Unemployed,Improved,Will improve,Remained the same,Remain the same,Increased,Remain the same,Increased,Will increase,Increased,Will decrease,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
3507,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Noapara,10th Std-Below 12th Std,5 and more,1,Employed,Remained the same,Will improve,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
3508,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Panihati,Graduate,3 or 4,2,Self Employed/ Business,Worsened,Remain the same,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Will worsen,Increased,Will increase,Remained the same,Will increase
3509,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Rajarhat New Town,12th Std,5 and more,2,Employed,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
3510,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Rajarhat New Town,Graduate,3 or 4,2,Employed,Remained the same,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3511,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Rashbehari,10th Std-Below 12th Std,5 and more,3,Employed,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
3512,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Rashbehari,Graduate,3 or 4,1,Unemployed,Improved,Will improve,Remained the same,Remain the same,Increased,Remain the same,Increased,Remain the same,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3513,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 lakh or less,Tollyganj,12th Std,3 or 4,2,Unemployed,Worsened,Will worsen,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will worsen,Increased,Will increase,Increased,Will increase
3514,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Behala Paschim,12th Std,5 and more,1,Unemployed,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Decreased,Remain the same,,
3515,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Behala Paschim,12th Std,5 and more,1,Unemployed,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3516,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Behala Paschim,5th Std-Below 10th Std,3 or 4,1,Employed,Worsened,Will improve,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Will worsen,Increased,Will increase,Increased,Will increase
3517,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Behala Paschim,Graduate,5 and more,1,Unemployed,Improved,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
3518,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Behala Paschim,Graduate,5 and more,1,Unemployed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3519,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Behala Paschim,Graduate,5 and more,1,Unemployed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3520,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Beleghata,12th Std,5 and more,2,Employed,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3521,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Beleghata,Graduate,3 or 4,3,Unemployed,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3522,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Bhabanipur,Graduate,3 or 4,1,Self Employed/ Business,Worsened,Will improve,Remained the same,Will increase,Increased,Remain the same,Increased,Remain the same,Increased,Will decrease,Worsened,Will worsen,Decreased,Will increase,,Will increase
3523,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Bidhannagar,12th Std,5 and more,2,Unemployed,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3524,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Bidhannagar,12th Std,5 and more,3,Daily worker,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3525,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Bidhannagar,5th Std-Below 10th Std,3 or 4,2,Employed,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3526,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Budge Budge,5th Std-Below 10th Std,5 and more,2,Daily worker,Improved,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3527,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Dum Dum North,10th Std-Below 12th Std,3 or 4,2,Employed,Improved,Will improve,Remained the same,Remain the same,Increased,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
3528,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Dum Dum North,12th Std,3 or 4,2,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3529,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Dum Dum North,Graduate,1 to 2,1,Employed,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
3530,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Dum Dum North,Graduate,5 and more,3,Employed,Worsened,Remain the same,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3531,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Entally,10th Std-Below 12th Std,5 and more,4,Daily worker,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
3532,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Entally,12th Std,5 and more,6,Unemployed,Improved,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will worsen,Increased,Will increase,Increased,Will increase
3533,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Entally,5th Std-Below 10th Std,5 and more,4,Employed,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3534,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Jadavpur,12th Std,5 and more,2,Self Employed/ Business,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will worsen,Increased,Will increase,Increased,Will increase
3535,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Kasba,10th Std-Below 12th Std,5 and more,2,Employed,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
3536,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Kasba,12th Std,3 or 4,1,Employed,Worsened,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
3537,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Kasba,12th Std,3 or 4,2,Employed,Worsened,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
3538,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Kasba,12th Std,5 and more,1,Daily worker,Remained the same,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Worsened,Will worsen,Increased,Will increase,Remained the same,Will increase
3539,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Kasba,5th Std-Below 10th Std,3 or 4,3,Daily worker,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
